iter	Logloss
527	0.3602071988
528	0.3600913545
529	0.3599120109
530	0.3596996537
531	0.3595326586
532	0.3591917747
533	0.3587395375
534	0.3585198076
535	0.3583771377
536	0.358222041
537	0.3579640897
538	0.3578621745
539	0.3578324185
540	0.3575975648
541	0.3573997116
542	0.3571154975
543	0.3569739436
544	0.3568325845
545	0.3566779341
546	0.3565834947
547	0.35641329
548	0.356248137
549	0.3561084806
550	0.3559242485
551	0.3558669531
552	0.3556520628
553	0.3555708969
554	0.3555065847
555	0.3553834586
556	0.3551482909
557	0.3547541352
558	0.354706725
559	0.3546156082
560	0.3543984905
561	0.3542622792
562	0.3540149968
563	0.3539488292
564	0.3537700353
565	0.3536339306
566	0.3535245469
567	0.3533314916
568	0.353169668
569	0.3530092932
570	0.3526875211
571	0.3526112112
572	0.3524359854
573	0.3523053031
574	0.3520026813
575	0.3517875941
576	0.3515701193
577	0.3511562531
578	0.3510775983
579	0.350911651
580	0.3508663328
581	0.3507845511
582	0.3507009394
583	0.350426565
584	0.3502884786
585	0.3501796825
586	0.3500163912
587	0.3499187931
588	0.3498961855
589	0.3496668182
590	0.3495535086
591	0.3494599103
592	0.3493172714
593	0.3491289384
594	0.349013082
595	0.3487906233
596	0.3486509965
597	0.3485273033
598	0.3484591715
599	0.3484107464
600	0.3482558454
601	0.3481805826
602	0.3478965339
603	0.3477400179
604	0.3476621344
605	0.3476134682
606	0.3474781026
607	0.3474021355
608	0.3472626462
609	0.3470166253
610	0.3469126257
611	0.3468574052
612	0.3465730568
613	0.3463358308
614	0.3460835777
615	0.3460057529
616	0.3459204967
617	0.3458029334
618	0.3455175908
619	0.3451416763
620	0.3450987358
621	0.345061449
622	0.3449080432
623	0.3448588831
624	0.3446703551
625	0.3445726501
626	0.3445308202
627	0.3444792389
628	0.3443040281
629	0.3441555721
630	0.3439100962
631	0.3437469669
632	0.3436344843
633	0.3433777325
634	0.3432842548
635	0.3431093196
636	0.342994486
637	0.3427645694
638	0.3424478588
639	0.3422563058
640	0.3421734663
641	0.3420043264
642	0.3418457934
643	0.3416763516
644	0.3416068158
645	0.3414567248
646	0.3412791039
647	0.3411084659
648	0.3410129496
649	0.340977439
650	0.3409545112
651	0.3408016052
652	0.3407695231
653	0.3406615727
654	0.3404124245
655	0.3403451951
656	0.3402308963
657	0.3399275622
658	0.339654251
659	0.3395389029
660	0.3394132171
661	0.3393083904
662	0.3391015909
663	0.3389227661
664	0.3387809546
665	0.3385053731
666	0.3384001834
667	0.3383816031
668	0.3381961523
669	0.3380341391
670	0.337742385
671	0.3376015938
672	0.3374893259
673	0.3374190521
674	0.3372951171
675	0.3372891703
676	0.3372057354
677	0.3370319396
678	0.3369222904
679	0.3368939974
680	0.3367194894
681	0.3365716319
682	0.3365124548
683	0.336486895
684	0.3364435889
685	0.3364335914
686	0.3361664031
687	0.3357876393
688	0.3357320485
689	0.3352045496
690	0.3350810207
691	0.3349433334
692	0.3348788545
693	0.3347951362
694	0.3346857718
695	0.3344804305
696	0.3343466868
697	0.334326521
698	0.3343083802
699	0.3342870223
700	0.33422868
701	0.334141259
702	0.3340449792
703	0.3338913374
704	0.3338344715
705	0.3336545012
706	0.3336260892
707	0.3335453765
708	0.3334394484
709	0.3331848095
710	0.3329946773
711	0.3328542836
712	0.3326612328
713	0.3324780824
714	0.3323246747
715	0.3319955192
716	0.3317978504
717	0.3317348258
718	0.3315772925
719	0.3314719367
720	0.3313848632
721	0.3311801534
722	0.3311177887
723	0.3308400585
724	0.3307654879
725	0.3306282626
726	0.3305710423
727	0.330435439
728	0.3302965622
729	0.3302196648
730	0.3301675467
731	0.3300933232
732	0.3299241922
733	0.3296774136
734	0.3295417006
735	0.3294039446
736	0.3293701515
737	0.3293378903
738	0.3291676979
739	0.3290272556
740	0.3287214697
741	0.3285848731
742	0.3284402717
743	0.3283919231
744	0.3281682781
745	0.3281341182
746	0.3280655926
747	0.328005345
748	0.3278808102
749	0.3277636812
750	0.3277384131
751	0.3276065099
752	0.3274779927
753	0.3273195923
754	0.3272753349
755	0.3271026156
756	0.3269048157
757	0.3267453471
758	0.32641653
759	0.3263710643
760	0.3262850851
761	0.3262000733
762	0.3260556147
763	0.3260169433
764	0.3258540188
765	0.3257817668
766	0.3257176188
767	0.3256382783
768	0.3255455695
769	0.3254733457
770	0.3252308002
771	0.3250845759
772	0.324952035
773	0.3248274089
774	0.3247242305
775	0.3244725614
776	0.3243815585
777	0.3241912131
778	0.3239523826
779	0.323802112
780	0.323714247
781	0.3235573361
782	0.3234908872
783	0.3233112778
784	0.3230536645
785	0.3228796232
786	0.32268006
787	0.3225283014
788	0.3223725751
789	0.3222964002
790	0.3219292325
791	0.3217694583
792	0.3215520422
793	0.3214845832
794	0.3214092961
795	0.3212470243
796	0.3211531354
797	0.3209744561
798	0.3209079747
799	0.320799173
800	0.3206949737
801	0.3206587009
802	0.3206069918
803	0.3204893549
804	0.3204579731
805	0.3204222504
806	0.3202754159
807	0.3200035933
808	0.3198523508
809	0.3194090663
810	0.3193225222
811	0.3192257361
812	0.3190231278
813	0.3188634644
814	0.3187149344
815	0.3186288037
816	0.318601362
817	0.3185755903
818	0.3184159638
819	0.3183321265
820	0.3181988748
821	0.3180483754
822	0.3178368458
823	0.3178030994
824	0.3175703911
825	0.3174855641
826	0.317428245
827	0.3173156437
828	0.3172482754
829	0.3170943443
830	0.3169442644
831	0.3167624918
832	0.3166461492
833	0.3163429613
834	0.3161191354
835	0.3160528884
836	0.3159626468
837	0.3158072061
838	0.315759792
839	0.3155835646
840	0.3154616679
841	0.3153664354
842	0.3152678455
843	0.315221923
844	0.3150253645
845	0.3148757459
846	0.314742169
847	0.3145425866
848	0.3144325486
849	0.3142861881
850	0.3141806138
851	0.3141245934
852	0.3138088344
853	0.3137736681
854	0.3136590284
855	0.3135951814
856	0.3134304509
857	0.3132942707
858	0.3130864416
859	0.3127143884
860	0.3125748329
861	0.3124164403
862	0.3123692068
863	0.3123465299
864	0.3122458713
865	0.3121723904
866	0.3120038977
867	0.3119347853
868	0.3117488702
869	0.3116571896
870	0.311570402
871	0.3114414548
872	0.3112351056
873	0.3111951627
874	0.3110759232
875	0.3109857347
876	0.3109057807
877	0.3105498213
878	0.3104737834
879	0.3103470267
880	0.3102726902
881	0.3100550827
882	0.3099566323
883	0.3098864459
884	0.3096508118
885	0.309501918
886	0.3093467752
887	0.3090827229
888	0.3089893633
889	0.3089079121
890	0.3087268295
891	0.3086593012
892	0.3085193945
893	0.3082792714
894	0.3081730312
895	0.3080418525
896	0.3079688176
897	0.3079016934
898	0.3078250736
899	0.3077905241
900	0.3077554502
901	0.3076775721
902	0.3076349775
903	0.3075098942
904	0.3073855347
905	0.3072795385
906	0.3071816371
907	0.3070105312
908	0.3069198637
909	0.3067608268
910	0.3066932015
911	0.3064823906
912	0.3064575814
913	0.3063268284
914	0.3061004182
915	0.305912076
916	0.3058787038
917	0.305790001
918	0.3057219081
919	0.3056992465
920	0.3056014793
921	0.3052884552
922	0.305215566
923	0.3051609336
924	0.3050472708
925	0.3049892634
926	0.3049163743
927	0.3049049281
928	0.3047577304
929	0.3047069515
930	0.3045874527
931	0.304504364
932	0.3043501274
933	0.3042709833
934	0.304167007
935	0.3041008458
936	0.3039899284
937	0.3039231
938	0.3037306988
939	0.3035428774
940	0.3035038351
941	0.303335605
942	0.3031479455
943	0.302934623
944	0.3026901681
945	0.302635203
946	0.3024505542
947	0.3023470585
948	0.3022782898
949	0.3022717836
950	0.3022402975
951	0.3021832884
952	0.3021692399
953	0.3020627962
954	0.3019316064
955	0.301854622
956	0.3016058074
957	0.301537974
958	0.3014827703
959	0.301398802
960	0.3012918258
961	0.3010704101
962	0.3009412497
963	0.3008886328
964	0.3006882551
965	0.3006191398
966	0.3005447579
967	0.3004928863
968	0.3002349818
969	0.3001773681
970	0.3000935623
971	0.2998766969
972	0.2997923997
973	0.2996946992
974	0.2995035102
975	0.2993636529
976	0.2993176624
977	0.2992319387
978	0.2991058198
979	0.2989573053
980	0.2988857248
981	0.2987093504
982	0.2985737137
983	0.2984257794
984	0.2983463616
985	0.2983164507
986	0.2982134201
987	0.2980523809
988	0.2979032253
989	0.2978446203
990	0.2977568418
991	0.297679633
992	0.2976240504
993	0.2975479224
994	0.2974878331
995	0.297299906
996	0.297159066
997	0.2970742168
998	0.2970132796
999	0.2969419038
